id,split
098d9e9d000ac39c,calib
0990066f7cf1e903,calib
09a44880aa8ad38a,calib
0a95f5634a8faa9e,calib
0a96545da7840558,calib
0acc8f019826fac1,calib
0ad1462232012806,calib
0ad8e1b7f08ea571,calib
0ade050510ded307,calib
0ae903435d725610,calib
0b00b9bba98e300c,calib
0b191e584c473f8f,calib
0b20ec7b1ba6a98f,calib
0b34d5a22c0db91c,calib
0b435ca8da861ea6,calib
0b7dbd76b0fd695f,calib
0b8b4b6c630f9244,calib
0ba6f510a46aeefb,calib
0bf34f1eab4673f9,calib
0bff81efc09c9d6a,calib
0c0ba4482e5138fb,calib
0c0ec6372e587a23,calib
0c1513a2b65936b5,calib
0c15e0fa59c501e3,calib
0c378da2350bab9c,calib
0c41f467cd4be7e4,calib
0ca8f4c5ba28aa73,calib
0cbc4b0a1952dde4,calib
0cbfb336ff7493f9,calib
0cc19df245528671,calib
0cd07d81da141a9e,calib
0ce1da79cbda6be7,calib
0ce82d2c4677bfb7,calib
0d200ed3f5ca6a14,calib
0d22d145831935ee,calib
0d2790b0768b1562,calib
0d39d2eaa40a6241,calib
0d49ddb7ae12a46e,calib
0d4c21883efb99c6,calib
0d5d9d3ad2d3ec57,calib
0d6ab7811c98c5a5,calib
0db78fc942e358bb,calib
0dcbe9d6d3605d49,calib
0de405e1d55660ae,calib
0de8b463fdb7e8ed,calib
0df0bebbb04799a1,calib
0e011238f91579ea,calib
0e0d54ef0f49c198,calib
0e636c28c8582784,calib
0e8ead001b616968,calib
0eadc3597676041b,calib
0eb116242fb82c79,calib
0ee4448b22f666a2,calib
0efaa2a18cd36b4e,calib
0f19d2bdec204a2a,calib
0f1f06e52adee464,calib
0f1f578963632a4e,calib
0f6757862e3914a3,calib
0f708fbd1abf6d2f,calib
0f735182de3f9c70,calib
0f86a21f9a03ae94,calib
0fcbf9f3ad7685f8,calib
0fda1440d304c832,calib
0ff144ce908dfcba,calib
100764a2b6dff2cb,calib
10164a0b15760ccd,calib
1039b726fccb228e,calib
103b1639ebb25a6a,calib
104037d8ac6abc77,calib
1064f03b2bf6dce4,calib
109772a268f4b181,calib
10a22ff54788e714,calib
10aa9dcd3c09bc81,calib
10b9f5a3927c3c9f,calib
1115683a6453d9c3,calib
111b6dfb7fb048a4,calib
1127a2abdebea164,calib
118d1bb84330f2cf,calib
118d31be4ac8a319,calib
11953aee38812bbf,calib
11b5f915f4d2215b,calib
11c56e503bb019a6,calib
11cb3112bac94e0d,calib
11d0820a81eb5368,calib
11d4c7fdd4513567,calib
11de3812de095df4,calib
11e155a9b88f6da6,calib
11e5a71d51db004c,calib
12020d6ebaf4753a,calib
1208ecaf64626b1a,calib
1236594384fe69a8,calib
126383f518938996,calib
12734efcab64db07,calib
12933ce240d4e38f,calib
129d1416162a3551,calib
12edb4a6f40c91f6,calib
12fb16400e675fb6,calib
130f93a4556c0625,calib
131b8246d4b125d5,calib
135d37211047d43f,calib
138b6c4d25d89df4,calib
13bb2b9d45a54c41,calib
13e4daa7377dead1,calib
13ed1ae3cf781d8e,calib
13ee5a45e507ea2b,calib
14037d4477920de1,calib
14658942f6e3036a,calib
14802f9aecc14f12,calib
148a3ae27025eac6,calib
14950790906131a2,calib
14a3661d733873f7,calib
14a74702fd37d7da,calib
14ab8dc09aa19993,calib
14b52937ddc869f1,calib
14b54844334de621,calib
14b87474d414e4a0,calib
14ce147aa2d00e5b,calib
14edc5a7ca2f6ddc,calib
1501cb61b6e01604,calib
1503ffe053b329a8,calib
150819cce615d1f0,calib
1520e0d3d91768b6,calib
1544c25c710823d3,calib
156ec0972d1b05f9,calib
15776b1179c093d0,calib
158ea2d698026c2c,calib
1595e9a34d6ae5cd,calib
15cbadd66c7d226e,calib
15d066bbb40fffbf,calib
15f5308e161aeb73,calib
16049aecdc52a062,calib
161fc8a37efe9a1a,calib
16238ed6336af06a,calib
162680f43cfa922e,calib
16275d511c865fcc,calib
163e04d5be6c05d2,calib
1640544ca1bdd586,calib
168bc99fa2cfd9aa,calib
1695944f043b165c,calib
16ad58d7b3b254ff,calib
16ad9eb7cec22204,calib
16f3030c4a7d7695,calib
16fca45be6368416,calib
1709224059ce5103,calib
17173a1068bc8aad,calib
1775b9123858ffd0,calib
17851dea3f556803,calib
17b31e349bf2833d,calib
17d8e3dcf28befe3,calib
17e56744dee17b98,calib
180b9579557705de,calib
18144128381ccdc1,calib
1824e44e88f69d1d,calib
1839bb6e158b2a11,calib
185ecd9fa488f617,calib
185ee5fd7697d203,calib
1869e3a0a0f8c949,calib
186a36841a80b558,calib
18d027b550b1cc35,calib
18d39ca006584272,calib
18e24a4ee54d1071,calib
19147babb7275a62,calib
19252d70aa268727,calib
19292dbb70f2e2dc,calib
194ca662ce16e5a4,calib
1954174ad922b52d,calib
197248813994e5d0,calib
1994e1b7ad312c4b,calib
199912b2d9973a21,calib
19abd1b923d307a1,calib
19c92465b6d21980,calib
19df4b35810af980,calib
1a092b7759de2a30,calib
1a14db486dfc563b,calib
1a207cb66f2824a8,calib
1a35f743c6757ce7,calib
1ab80f0179e4b7c2,calib
1ac7385816d83f9a,calib
1b13fe850d21a571,calib
1b3f5452373293f3,calib
1b531ee79f0f6e47,calib
1b5a79a6827d3bf0,calib
1b730ead3be033de,calib
1b7f3425a9080fd9,calib
1ba2bd71c8165d2d,calib
1bb486f597ddb1ef,calib
1bc7adf856381849,calib
1bcbd31acf71234d,calib
1bf5312b55d7cf87,calib
1c57d0e563efbecb,calib
1c792bec4907f559,calib
1c8fbcf6f1cef5cd,calib
1c9090d709745b32,calib
1cebe8488e28d046,calib
1d0070799f641908,calib
1d1e9d7605a70168,calib
1d3daad19f7c8044,calib
1d47d23d5297f08d,calib
1d8ee316e7cac260,calib
1d9e583799d87ed4,calib
1dceb1dbd5a8bcef,calib
1ddf160e662bd9f7,calib
1de9680992919c76,calib
1e35cd1a4ae4d5bd,calib
1e4c0138733ed627,calib
1e574c32acd4a3a8,calib
1e69dd43dc4deee8,calib
1e85307bba6d4975,calib
1e8740c0c008da98,calib
1e98952764512dd5,calib
1ea6f295b53721b6,calib
1ebae22b6fddd153,calib
1ec62d52b0da4499,calib
1f191b7466590d0f,calib
1f350f6c93b57fb6,calib
1f39448d7ced701e,calib
1f5177bd9c517030,calib
1f620976ec645991,calib
1f8ed05ef0266d7a,calib
20338c2aa6d9d97c,calib
204e2a16adb6e024,calib
20bbfdad92fcb7ce,calib
20e3b8007ca6c623,calib
210eafad7aef3344,calib
211b682feaec7a0c,calib
214ff1aed2bb1c81,calib
216cd74983f5ccce,calib
216d3c0bd9769204,calib
217f7de4d7d44595,calib
21dabcaec5cb15a6,calib
21fe9e138b3ac2f0,calib
220464a4f3421279,calib
2235b7dae3ec7b76,calib
225b27be890690cd,calib
227266074a1e9778,calib
22d6ba7ed2591367,calib
22ff83b741e76c06,calib
233ed098df0eee4a,calib
234b0ca5e6fd1aa3,calib
2354e1f7fd2a599c,calib
2359dcec7a8f2dc8,calib
235fd121f017ea5a,calib
236794fb9c880296,calib
23680c85e0698eee,calib
23969ad3405061a0,calib
23a180e4ce864795,calib
23b4decc82693751,calib
23beb05444744938,calib
23c68a9d35c97851,calib
23db043826bf5edc,calib
243896706368de67,calib
2439ec3c92343e2b,calib
244f7e293aeb1e35,calib
2474cfee54a98c17,calib
24abb6eaea97f43d,calib
24cbe3fd2a933788,calib
24d02e60f36afac9,calib
250590f7b9b75302,calib
2517f121809c1d27,calib
252ee9942ba7a338,calib
2539d3ed35e12035,calib
25b0e470853e1878,calib
25d032a0329690b6,calib
25d279f4e3bafd0a,calib
25f512c3a4b3015b,calib
26078b5b9694f15c,calib
261b72f43607f7f4,calib
261ddb913905d92a,calib
262cabcb621df567,calib
26317f0f9e4152f3,calib
263c5fcdcb9262d2,calib
26456004f5213ed5,calib
2686503df3c384cd,calib
269ec3d2a3733fa4,calib
26a84e615583bab6,calib
26b23d89b6d3010e,calib
26b4b3326a020ccb,calib
26c8b0ee8cc7f6ec,calib
274e3fb0fa4f5c41,calib
2778888963d08e26,calib
27833b16f5a40990,calib
27af0675f21b4a25,calib
27d959bbc4e21963,calib
27db1e4dc8d4f306,calib
27e60329d86321e0,calib
27fb581f6862882f,calib
28035dd28d584ec7,calib
282be2084eb97ed4,calib
28514bf33b924e15,calib
2861f672d9ba4132,calib
2868481bedc40d00,calib
286ff5a0bdbc33e9,calib
287d9abf34c834f3,calib
288e3810bd10c1c0,calib
2892097bac564b67,calib
28af27fa0e7e2d87,calib
28cd8860e767df18,calib
28d346cc8be778ed,calib
28f074584e497232,calib
28ffe31e99378457,calib
2917e793a1d2e20b,calib
296d37b3a7886d0e,calib
29a15306bd7e4dc0,calib
29de996c207a2312,calib
29e0ac445d09c011,calib
29eb6f952ac2f365,calib
2a1558336a135ef9,calib
2a1f85b2da514ed5,calib
2a8c848d93d7f031,calib
2a982e28a78efc21,calib
2aa43d202887a929,calib
2aaebfddc88eff2f,calib
2ac5722e29bb8c8a,calib
2ae2b920b245086e,calib
2b2481688298c122,calib
2b337b8a158ef2c0,calib
2b6a8d5e0ce63f69,calib
2b852b43e3b68aa0,calib
2b865885f78f5399,calib
2b8d65684321cb88,calib
2baab114c1985813,calib
2bb0dbc041dafd5e,calib
2bcc6f3186eb7d50,calib
2c13525f9acc3525,calib
2c3c26f6fd5d9532,calib
2c55dec64236c77e,calib
2cad332c1a72a1d9,calib
2cb9099ea79076b3,calib
2cbd8b508cc7c2ac,calib
2cd1f9a4fbfe45f6,calib
2ce578ae75e7bfe7,calib
2d1b3a1d9abd6d64,calib
2d588fabaacdac8a,calib
2d87912e5607552d,calib
2da4dc04f7894549,calib
2dcca94b9710304d,calib
2ddd56c190dd03bf,calib
2de065bf9ba12324,calib
2de861c2ed050781,calib
2df7046bc334405d,calib
2e0c753ef587b5e4,calib
2e0fc347aa6c51ee,calib
2e11949a114b99ac,calib
2e664f3bc2ddafd1,calib
2e7d837de573e2a6,calib
2ebf91e336c2300d,calib
2edb12e5828a5056,calib
2f236ec78b14dab4,calib
2f4693e3335b56bc,calib
2f46bbaa7eb4266a,calib
2f47eb976d6aed2e,calib
2f51f61280a1930e,calib
2f524c1bc418c561,calib
2f55447409fab079,calib
2f569197eebf2ffb,calib
2f787f2e0e22c1c6,calib
2fcc1a2ca7a2ad84,calib
2fd31d08049d43e9,calib
2fd8824b17265648,calib
2fe171a3a303e1e9,calib
2fe797e4551c12d4,calib
2ff888afc4317330,calib
301f1953e4dcda86,calib
30268ce72cdb8943,calib
3048c4a90afab292,calib
306621b9622d3e29,calib
307426cc88ea3b84,calib
3074497a725aa086,calib
30b11ff63ae48b8d,calib
30f111adddc72611,calib
3122573c6b3807da,calib
31411192e3f00abe,calib
3142fb34eddde974,calib
3174c0fdfd3f2ee7,calib
318f8e88cd74bc5b,calib
318fdbaaab56ed2f,calib
31c2f8c2bef3557f,calib
31f6ea51623650a6,calib
31f9828f6d99f45d,calib
31fad7005277b8f3,calib
3211f17c14f52892,calib
323816e86fb45820,calib
32425426d02a0940,calib
3265f61a3e7adc58,calib
3270308804cebeb5,calib
327bc08e29662e76,calib
32a1995e8ffe9658,calib
32c7a02fcfe7cc03,calib
32eb56dce7ff961b,calib
32ff685613227701,calib
332c7d4e7a4d8fe1,calib
335a83439bc4584f,calib
33ad4d05e1dd3466,calib
34112b35b67bb905,calib
3426e65313ec3c78,calib
34423d714091aab0,calib
34463831b268de4c,calib
346f34f7eb683db1,calib
34767f6b6dcd68c1,calib
34864e65a085f311,calib
349b3f8f7754f1cc,calib
34aed1e392b9770e,calib
34bbc86ddd65749d,calib
34c144b7856fb0d7,calib
34c3f10f14aecadf,calib
34d8be1f2b2ca6e5,calib
34fb7d1747afbfdb,calib
3517226f9c54f139,calib
352386b1ab8c8442,calib
3547655caf18601a,calib
354e00d09d1c809d,calib
355a72caedbb1dd5,calib
35653ad26929b775,calib
3566ac06d9816b60,calib
359ef0c449f2fb09,calib
35a8a4ef247f59ce,calib
35bbcfa4504ccb3d,calib
35c9b7e48246e548,calib
35cf8f60fe8bf9f9,calib
35e8532b8a8d730d,calib
36087976514dcdca,calib
362bd70d31145ac9,calib
362e7377e6b9c63c,calib
362f7c691302711c,calib
36732174f830e705,calib
3678bd5d5aa3ff30,calib
367a97f48abd8d8a,calib
36ad377d16b5332d,calib
36b1c4090099bc9e,calib
36bb6adccd7efd8e,calib
36f20b2cef316fbf,calib
37163934cca412b7,calib
377f6090bfc437f2,calib
379cc126a28a1653,calib
37dc100df5e2e5de,calib
37e16a40f96d19bb,calib
3844ec11247a5f03,calib
385abe50d009deb0,calib
385cea90dd8cf515,calib
3879a41f3b5ea691,calib
388e896c992df538,calib
389a894c3bac308e,calib
38a1bb1f21bfab16,calib
38b9ddd6dc53cb57,calib
38c52002a5840e27,calib
38e07fc8cf688e65,calib
38e4654e91794e23,calib
38fe6f28ba569714,calib
393719df85f3eb65,calib
395a6f02ba12e31b,calib
395b0b5d7a3b4f7d,calib
395f9da2409f7f19,calib
396a5c1b07e7cceb,calib
39a899521583cf1e,calib
39a9778cae7ed4ca,calib
39b910313270b0e7,calib
39c57a4bfa29fa95,calib
39d865012dcb3327,calib
39f767d2d597ad26,calib
3a1dbf21db0174e4,calib
3a3fc6d8680a7d72,calib
3a7b316ab4160f44,calib
3a896a5f41620f06,calib
3aa84fd582054864,calib
3ac70f6d5c5318a9,calib
3ad12318c4600c0e,calib
3af25212b38bb418,calib
3b16d23f9a76f491,calib
3b24f0d98d5389c5,calib
3b639d9620d54568,calib
3b8baee12098e0f8,calib
3bb68e94eb6a3ff8,calib
3bb8a4cf506d45c1,calib
3bd4385829284e11,calib
3bd8c91d561fbc50,calib
3bdcde74aa87e427,calib
3be307d2f008f994,calib
3bed1b7035184e8b,calib
3c1f86de3f135401,calib
3c688cb5af87f28a,calib
3cc73b04368bb2fc,calib
3d0cb5cba54bc194,calib
3d4658b6d4e46fc6,calib
3d49372f20c02816,calib
3d6fd57798ebb0a4,calib
3dac04677f04541a,calib
3dbae03a5f33e414,calib
3dcb9b3df3a56609,calib
3e313b9cdc8417fe,calib
3e3d86361da58395,calib
3e403e00bcfd8b14,calib
3e97450e9f97f1d3,calib
3eac5807e4a34709,calib
3eacc8632b0747e8,calib
3eb195aaff0a9719,calib
3edd8ebee268e30a,calib
3f5bb7c5ffc5307e,calib
3f6d73a721486ab7,calib
3f84f9cad569b064,calib
3f8917f4a8d8b952,calib
3f9c55f4080f42fd,calib
3ff26c0ec3274990,calib
401b1ca72f7fd360,calib
409316d1bffcc74c,calib
40b63176d7f76f8e,calib
40c4e9170457842e,calib
40dd2dad425b2d62,calib
41375c09042c9a44,calib
41428acfc84c6d74,calib
4144bd651d3eec47,calib
414eaf8e038434d7,calib
41596972d4b0f017,calib
4164af539868b1cc,calib
418cf540ed4ae792,calib
41ad78745b80fcd5,calib
41ba73d43d85a897,calib
41ca8f75110aef4f,calib
41cb9302b85d872b,calib
41cc80cf71b36e88,calib
4218235cb005cea5,calib
421d93f09b05a85d,calib
421de060a94105de,calib
424cafb1ede9379f,calib
425659f2e990f662,calib
426d1e20956f1419,calib
42726df85957d0dd,calib
428fc87268fd01bb,calib
429f3d9dbcf55758,calib
42c402e90ced0c00,calib
42e89f7178838894,calib
42faeb0519c87364,calib
42fe49e056cbd4f6,calib
430469a7823f49c9,calib
431dcc7f19b7ddf1,calib
43224b2ee1ca30ea,calib
43374b42ae4645da,calib
4344a275f14a1db1,calib
43580f11fa328368,calib
435c44eedd4a12a3,calib
439d4b5b2669cf86,calib
43b343a4659252e3,calib
43c477e110add8f0,calib
43d0a0a1db9d2eb7,calib
43e8591e218bc170,calib
43f999da8ab302b6,calib
43fa188df23cb349,calib
4408c1a1052d068c,calib
4458e0aebbbcf9fd,calib
447f3edb2122372b,calib
44a113fc79e54db5,calib
44b042761f5ff466,calib
44b972aa8e71b68e,calib
44bbdd1410ca51f8,calib
450362ef6b71cb29,calib
450381da41df090e,calib
451a914ba0f9288c,calib
454b95afd9b55c65,calib
455d0da1b30b29d3,calib
457ab3f4cfd79a40,calib
45845464263d2554,calib
458be49dba9378c5,calib
45b7c1033b8fdba2,calib
45e3114cad591f02,calib
460ef766786501df,calib
461c0bd58f9e88af,calib
462e89dc71b6effc,calib
463f5dc074aef96a,calib
465062b0b51a7e14,calib
4673418b1112840a,calib
467867fe24186953,calib
46896b2230566b32,calib
46984abbeb6ab2f5,calib
469f590c2fb82b47,calib
46c76c2f3f9ad362,calib
46c95c736a06935d,calib
46efb8375c467c8f,calib
46f2eb30e070eca2,calib
471e1ee1840c27d1,calib
472552e8fd2cf9a0,calib
472d7fc518ef1742,calib
477a0de3c8235a7e,calib
478e299912d4882d,calib
47a95197359163d3,calib
47b10bea166047ea,calib
47c0b581f5df819b,calib
47f468677e6d935d,calib
4812187fa9e70ea9,calib
4831a6015a45d52b,calib
4837276794df218f,calib
485762512d872c3e,calib
4877556e6455b71f,calib
4881b35ca507466f,calib
4886bf7f6d6a49ca,calib
488f260c65081856,calib
48ad894fb18727b1,calib
49114edcd7d13810,calib
4918bb31af8c11a8,calib
4923e95f7c3368c6,calib
498d574d9754f556,calib
49a8543bfd5c861f,calib
49cceebf5ad4312c,calib
49deda06e850a12d,calib
4a2a9170af964c8a,calib
4a57ba9759fcdb2f,calib
4a65ca8f8806eefd,calib
4a6b0abea42d3a89,calib
4a6b208f27010c52,calib
4ab4599a2b8336e6,calib
4abd1f9da692c356,calib
4afb155d76d98e46,calib
4b465b8492bc7042,calib
4b518d63c26b306c,calib
4b73d9a77c290891,calib
4bdf59fb1667ab6e,calib
4c078c8e55c7bde9,calib
4c155553055a3e03,calib
4c22ead4cb5e26a5,calib
4c29ba8c92bd0dca,calib
4c39811fc30c210e,calib
4c43e87a4adbfa87,calib
4c459eadcfa98242,calib
4c745145923326df,calib
4c7acc4e74c33f2c,calib
4c8791bc1e7e6def,calib
4c943cef11f67729,calib
4d248b4840c194d0,calib
4d2631b33601492c,calib
4d264cec051d0efd,calib
4d282d7c95bc15a9,calib
4d2bc989f8fcd528,calib
4d2ff95317e6f3ae,calib
4d60b5bc124f85e0,calib
4d7033bab8a7de21,calib
4d8ad410abe559ca,calib
4da1a7df9f9c39ee,calib
4db6f5dd45cdd95b,calib
4dc0008555c5452f,calib
4dda36a4d6dbeea0,calib
4de0d1e43df65054,calib
4ded6c9baf14164b,calib
4e051113304ee200,calib
4e6d9cec56ae791f,calib
4e98d8224b63fb5a,calib
4ec7981ce58b7327,calib
4ed9ac3a6f092861,calib
4efc26d427a77b00,calib
4f001eb2745c5257,calib
4f002a350d9eccd5,calib
4f017dce61f087b3,calib
4f080d5e144340a7,calib
4f24010f1591a1ed,calib
4f75501e53ea00cf,calib
4fa18ae6b5db532d,calib
4faa3ad7a45a4728,calib
4fbe2d3e771d2ea5,calib
4fc8d57b1e8f2f2a,calib
4fd92cb99383bc97,calib
501cd70f958edbc5,calib
50213e95b24dabd4,calib
5025d68c6017e649,calib
503204591a986d34,calib
503848e8a9f376fa,calib
504e4507dd93122f,calib
5056cb4ea346cef9,calib
5078e750becafb6d,calib
50a1d468709d9e52,calib
50a70a80f8b183bc,calib
50aaf5164220ab43,calib
50b17770b740d938,calib
50c4e6e5d9c981f0,calib
50e69b85b15210e5,calib
510eb809d38038eb,calib
511dd8152737f2aa,calib
518412097e28442a,calib
5187df0e97c3e261,calib
518aba752780ec23,calib
51b0a2b46d5ef956,calib
51cc4b474738b64a,calib
520e8bacd0cb5b90,calib
5220c1099fabd86a,calib
522b94fb9d8a5b58,calib
5235d72f9cdac55d,calib
523cc90206229a52,calib
52772c567777757c,calib
5298598c9406e3df,calib
52a0da27866a936f,calib
52b5a2d822fe9789,calib
52d0d979269c600d,calib
52d10ee6623d4981,calib
52f02f15acbd09f8,calib
5302e5f480bc86cf,calib
5321b155b2bd14dd,calib
53252a7f4f4bf87d,calib
53ab2cc388f5dcb1,calib
53b9088e1dc372e6,calib
53d5c1ff9dd974ce,calib
53e27f0d1ca52e5f,calib
53f1c3ba5920ee07,calib
549c1b42692c2e12,calib
54b0862352e52f9d,calib
54d79deaa1f374d8,calib
5517265668c5a7d8,calib
551fa33662c595c3,calib
5548b4c65ddf3b8b,calib
554a50c4d5d8c44c,calib
5558264b4034ddd0,calib
55646ae52473a850,calib
556af09ca3a2a744,calib
5572cab234c954d1,calib
55d01b4689a7b8d0,calib
55fb1c42e78ba870,calib
55fdaf9f4132ddcc,calib
56324f46add64e09,calib
567e1172e9e46dee,calib
568e0339b0f43c60,calib
56964af5b6da140d,calib
569ffc3c73291263,calib
56bc73ee1c84b348,calib
56edb306adad070f,calib
56f0a4ac451f5f1d,calib
56fe7983c516e501,calib
5728924f6a4638ef,calib
572fa6e041e3f6ed,calib
57366e75cddaed8a,calib
5742ae63510f04ec,calib
57534dc48aa547b2,calib
578b432e8fea6358,calib
57de7d6b9ec8dc3f,calib
57f225596bde8ea8,calib
57f33ae7906a96a7,calib
57f41b2c6231c2e8,calib
57f78caff6016edb,calib
58639dbeac778484,calib
5864e60b58b0b1dc,calib
586d5d7a27faa8b4,calib
5879fd4dc89dc934,calib
58a343dd7d51b6db,calib
58af4fb4371b520a,calib
58b130d5c454e24d,calib
58b519bfa6cb9592,calib
58bf92af7c853f7e,calib
58c5956e59d05f9d,calib
58f9b5ff2c4e75bd,calib
58fb1f7f9b80ecde,calib
59179823736954d3,calib
5919e447e4c70a52,calib
591d94e18bd4911f,calib
592de7a1173bfc87,calib
5952dfe9753d7ff5,calib
5959b06b5605537c,calib
59694d8ef8c11f65,calib
596b131383887d8a,calib
5988cb1945f0ab4e,calib
599ed7d9c6c7f86a,calib
59b21c2480c61524,calib
5a3528dbc7f517f2,calib
5a36471ab2f6e2fd,calib
5a84b96cee526c61,calib
5ab51d03a66876a6,calib
5ac25df8d9b411d1,calib
5b1c87e9f9582ad8,calib
5b4d729159d27633,calib
5b615dfd56074562,calib
5bb4f84d63317837,calib
5bcacb1e33990af8,calib
5bda5068b0f59ccd,calib
5bdebc51ec5ff307,calib
5bf8f26223d44c83,calib
5c09dfc68a5db3f0,calib
5c26f77e6a083cce,calib
5c46f7d9fe41aced,calib
5c6255633bc82811,calib
5c66a7f072ea932b,calib
5cb3656f7485d425,calib
5cbb922cec96381a,calib
5cbe0c4934e57557,calib
5cddef52c4d8df00,calib
5cee88e53565f82c,calib
5d04668c6843875f,calib
5d2ab026ba14f8ed,calib
5d5b54ab55c81d30,calib
5d6a3942a2be3fed,calib
5d6f90dd155120d2,calib
5d76e4cb236e6e29,calib
5dcaa7ceac197bdf,calib
5dcedacc576dfc38,calib
5de16da6344b811f,calib
5e0bdde2bf61d066,calib
5e283376a896e2a3,calib
5e69771882906384,calib
5e722e33336d99d0,calib
5e8cf080a9eab276,calib
5e9bcb1652581bd9,calib
5ead5425d866357a,calib
5ec595671c9f8e05,calib
5f17f3e59e63bc98,calib
5f23f8d0a01f0cd4,calib
5f31043c271036fb,calib
5f658218d80fce07,calib
5f71237d1a1c7113,calib
5f860fc20dd79996,calib
5fa05b4d0b9fbf47,calib
5fb0aa9ce525aa62,calib
5fb7e735f0b74e2d,calib
5fb9e5f2eaf77170,calib
5fc7dd11b3d825d3,calib
5fd8d8eda961e1ba,calib
5fd8e7b94ea214cf,calib
5fe5be62213aa4ea,calib
5ffc291499d496a9,calib
600fe17bc127b5fa,calib
6026f7e66629d8bb,calib
606835cac782806a,calib
6071bff745936777,calib
607ae58e0a063194,calib
6088011a15045ebf,calib
608a3e3ef79a6987,calib
608a77819a6dba48,calib
608c6b1859c667a9,calib
60aff472b7793e4d,calib
60dd14f31c702756,calib
60dfdd1933d957fa,calib
60e28b165f087444,calib
60f032f8b5eede18,calib
60f9f3adfc2e96ae,calib
611db123d21b1ccc,calib
6129f2da2ab0b6a3,calib
6199c1c1fc9f32fc,calib
619df67c78071305,calib
61af7174d065e536,calib
61d95351b825bafd,calib
620baa42fc1417ba,calib
6210a3c9aea437b6,calib
623de2db8b9ba089,calib
62a6efa1a276dcf2,calib
62c1463cbbe260c5,calib
62c18f3d4ae226f6,calib
62e2963ad3efc2ce,calib
62e2c30d61a7f5dc,calib
62f2fbd2fa003b23,calib
62f6f538f193ad53,calib
6302f68cf0b46c3d,calib
634ed11c52036618,calib
635536ef64924c67,calib
635d5a20cc41a043,calib
63a27f06b3b435c2,calib
63b7d30c3e318a8e,calib
63de7a227690027b,calib
64085c01eefea935,calib
641a3767759d7a72,calib
6475763f119d85ff,calib
64b25ea3ab633d4a,calib
64c438fdab94399e,calib
64d733e7a27bf5dd,calib
64fd855bb08fe50a,calib
651227b7b788c7b0,calib
652b4f442d7bef4a,calib
6540f02a1ce5fdba,calib
6546253abf369c66,calib
657f12667fa21dc7,calib
658ca2c90119d53f,calib
65bf019fa07e38a8,calib
65db121b8a32ddc1,calib
65e8a4fc7791f8c2,calib
65fec797da878198,calib
667fbd2c08042f0c,calib
66983e5768c94f54,calib
669ef92bbbdcf911,calib
66ad511b9207d57c,calib
